Name,ID,Has Block,Mod,Class
Thaumcraft:ItemBootsRobe,4767,false,Thaumcraft,thaumcraft.common.items.armor.ItemRobeArmor
Thaumcraft:ArcaneDoorKey,4768,false,Thaumcraft,thaumcraft.common.items.ItemKey
Thaumcraft:HandMirror,4769,false,Thaumcraft,thaumcraft.common.items.relics.ItemHandMirror
Thaumcraft:HoverHarness,4770,false,Thaumcraft,thaumcraft.common.items.armor.ItemHoverHarness
Thaumcraft:BlockJarFilledItem,4771,false,Thaumcraft,thaumcraft.common.blocks.ItemJarFilled
Thaumcraft:BlockJarNodeItem,4772,false,Thaumcraft,thaumcraft.common.blocks.ItemJarNode
Thaumcraft:TrunkSpawner,4773,false,Thaumcraft,thaumcraft.common.entities.golems.ItemTrunkSpawner
Thaumcraft:ItemGolemPlacer,4774,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemPlacer
Thaumcraft:ItemGolemCore,4775,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemCore
Thaumcraft:ItemGolemUpgrade,4776,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemUpgrade
Thaumcraft:GolemBell,4777,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemBell
Thaumcraft:ItemGolemDecoration,4778,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemDecoration
Thaumcraft:ItemBowBone,4779,false,Thaumcraft,thaumcraft.common.items.equipment.ItemBowBone
Thaumcraft:PrimalArrow,4780,false,Thaumcraft,thaumcraft.common.items.equipment.ItemPrimalArrow
Thaumcraft:ItemResonator,4781,false,Thaumcraft,thaumcraft.common.items.relics.ItemResonator
Thaumcraft:ItemBaubleBlanks,4782,false,Thaumcraft,thaumcraft.common.items.baubles.ItemBaubleBlanks
Thaumcraft:ItemAmuletRunic,4783,false,Thaumcraft,thaumcraft.common.items.baubles.ItemAmuletRunic
Thaumcraft:ItemRingRunic,4784,false,Thaumcraft,thaumcraft.common.items.baubles.ItemRingRunic
Thaumcraft:ItemGirdleRunic,4785,false,Thaumcraft,thaumcraft.common.items.baubles.ItemGirdleRunic
Thaumcraft:ItemAmuletVis,4786,false,Thaumcraft,thaumcraft.common.items.baubles.ItemAmuletVis
Thaumcraft:ItemGirdleHover,4787,false,Thaumcraft,thaumcraft.common.items.baubles.ItemGirdleHover
Thaumcraft:ItemSpawnerEgg,4788,false,Thaumcraft,thaumcraft.common.entities.ItemSpawnerEgg
Thaumcraft:ItemZombieBrain,4789,false,Thaumcraft,thaumcraft.common.items.ItemZombieBrain
Thaumcraft:ItemBathSalts,4790,false,Thaumcraft,thaumcraft.common.items.ItemBathSalts
Thaumcraft:ItemCrystalEssence,4791,false,Thaumcraft,thaumcraft.common.items.ItemCrystalEssence
Thaumcraft:ItemBucketDeath,4792,false,Thaumcraft,thaumcraft.common.items.ItemBucketDeath
Thaumcraft:ItemBucketPure,4793,false,Thaumcraft,thaumcraft.common.items.ItemBucketPure
Thaumcraft:ItemHelmetFortress,4794,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemChestplateFortress,4795,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemLeggingsFortress,4796,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemEldritchObject,4797,false,Thaumcraft,thaumcraft.common.items.ItemEldritchObject
Thaumcraft:ItemHelmetVoid,4798,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemChestplateVoid,4799,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemLeggingsVoid,4800,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemBootsVoid,4801,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemShovelVoid,4802,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidShovel
Thaumcraft:ItemPickVoid,4803,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidPickaxe
Thaumcraft:ItemAxeVoid,4804,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidAxe
Thaumcraft:ItemSwordVoid,4805,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidSword
Thaumcraft:ItemHoeVoid,4806,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidHoe
Thaumcraft:ItemHelmetVoidFortress,4807,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Thaumcraft:ItemChestplateVoidFortress,4808,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Thaumcraft:ItemLeggingsVoidFortress,4809,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Thaumcraft:ItemSanitySoap,4810,false,Thaumcraft,thaumcraft.common.items.ItemSanitySoap
Thaumcraft:ItemSanityChecker,4811,false,Thaumcraft,thaumcraft.common.items.relics.ItemSanityChecker
Thaumcraft:ItemBottleTaint,4812,false,Thaumcraft,thaumcraft.common.items.ItemBottleTaint
Thaumcraft:ItemHelmetCultistRobe,4813,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistRobeArmor
Thaumcraft:ItemChestplateCultistRobe,4814,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistRobeArmor
Thaumcraft:ItemLeggingsCultistRobe,4815,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistRobeArmor
Thaumcraft:ItemBootsCultist,4816,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistBoots
Thaumcraft:ItemHelmetCultistPlate,4817,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistPlateArmor
Thaumcraft:ItemChestplateCultistPlate,4818,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistPlateArmor
Thaumcraft:ItemLeggingsCultistPlate,4819,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistPlateArmor
Thaumcraft:ItemHelmetCultistLeaderPlate,4820,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistLeaderArmor
Thaumcraft:ItemChestplateCultistLeaderPlate,4821,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistLeaderArmor
Thaumcraft:ItemLeggingsCultistLeaderPlate,4822,false,Thaumcraft,thaumcraft.common.items.armor.ItemCultistLeaderArmor
Thaumcraft:ItemSwordCrimson,4823,false,Thaumcraft,thaumcraft.common.items.equipment.ItemCrimsonSword
Thaumcraft:ItemLootBag,4824,false,Thaumcraft,thaumcraft.common.items.ItemLootBag
Thaumcraft:ItemCompassStone,4825,false,Thaumcraft,thaumcraft.common.items.ItemCompassStone
Thaumcraft:ItemPrimalCrusher,4826,false,Thaumcraft,thaumcraft.common.items.equipment.ItemPrimalCrusher
Automagy:shardSliver,4827,false,Automagy,tuhljin.automagy.items.ItemShardSliver
Automagy:enchantedPaper,4828,false,Automagy,tuhljin.automagy.items.ItemEnchantedPaper
Automagy:avaricePearl,4829,false,Automagy,tuhljin.automagy.items.ItemAvaricePearl
Automagy:crystalEye,4830,false,Automagy,tuhljin.automagy.items.ItemCrystalEye
Automagy:crystalEntityEye,4831,false,Automagy,tuhljin.automagy.items.ItemEntityEye
Automagy:crystalBrain,4832,false,Automagy,tuhljin.automagy.items.ItemCrystalBrain
Automagy:golemLinker,4833,false,Automagy,tuhljin.automagy.items.ItemGolemLinker
Automagy:ingredient,4834,false,Automagy,tuhljin.automagy.items.ItemIngredient
Automagy:horizontal,4835,false,Automagy,tuhljin.automagy.items.ItemHorizontal
Automagy:edible,4836,false,Automagy,tuhljin.automagy.items.ItemEdible
Automagy:foodstuff,4837,false,Automagy,tuhljin.automagy.items.ItemFoodstuff
Automagy:netherHeart,4838,false,Automagy,tuhljin.automagy.items.ItemNetherHeart
Automagy:tallyLens,4839,false,Automagy,tuhljin.automagy.items.ItemTallyLens
Automagy:glyph,4840,false,Automagy,tuhljin.automagy.items.ItemGlyph
Automagy:golemWorkbenchUpgrade,4841,false,Automagy,tuhljin.automagy.items.ItemGolemWorkbenchUpgrade
Automagy:baubleEnderDisjunction,4842,false,Automagy,tuhljin.automagy.items.ItemBaubleEnderDisjunction
Automagy:autoHandMirror,4843,false,Automagy,tuhljin.automagy.items.ItemAutoHandMirror
Automagy:focusCrafting,4844,false,Automagy,tuhljin.automagy.items.ItemFocusCrafting
Automagy:phialExtra,4845,false,Automagy,tuhljin.automagy.items.ItemPhialXP
Automagy:creativeTool,4846,false,Automagy,tuhljin.automagy.items.ItemCreativeTool
Automagy:bucketMushroom,4847,false,Automagy,tuhljin.automagy.items.ItemBucketCustom
Automagy:bucketVishroom,4848,false,Automagy,tuhljin.automagy.items.ItemBucketCustom
AWWayofTime:weakBloodOrb,4849,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBattery
AWWayofTime:apprenticeBloodOrb,4850,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ApprenticeBloodOrb
AWWayofTime:magicianBloodOrb,4851,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.MagicianBloodOrb
AWWayofTime:energyBlaster,4852,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBlast
AWWayofTime:energyBlasterSecondTier,4853,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBlast
AWWayofTime:energyBlasterThirdTier,4854,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBlast
AWWayofTime:energySword,4855,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergySword
AWWayofTime:lavaCrystal,4856,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.LavaCrystal
AWWayofTime:waterSigil,4857,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilWater
AWWayofTime:lavaSigil,4858,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilLava
AWWayofTime:voidSigil,4859,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilVoid
AWWayofTime:blankSlate,4860,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:reinforcedSlate,4861,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:sacrificialKnife,4862,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.SacrificialDagger
AWWayofTime:daggerOfSacrifice,4863,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DaggerOfSacrifice
AWWayofTime:airSigil,4864,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilAir
AWWayofTime:sigilOfTheFastMiner,4865,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfTheFastMiner
AWWayofTime:sigilOfElementalAffinity,4866,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfElementalAffinity
AWWayofTime:sigilOfHaste,4867,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfHaste
AWWayofTime:sigilOfHolding,4868,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.holding.SigilOfHolding
AWWayofTime:divinationSigil,4869,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilDivination
AWWayofTime:waterScribeTool,4870,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.WaterScribeTool
AWWayofTime:fireScribeTool,4871,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.FireScribeTool
AWWayofTime:earthScribeTool,4872,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EarthScribeTool
AWWayofTime:airScribeTool,4873,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AirScribeTool
AWWayofTime:activationCrystal,4874,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ActivationCrystal
AWWayofTime:boundPickaxe,4875,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BoundPickaxe
AWWayofTime:boundAxe,4876,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BoundAxe
AWWayofTime:boundShovel,4877,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BoundShovel
AWWayofTime:boundHelmet,4878,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.BoundArmour
AWWayofTime:boundPlate,4879,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.BoundArmour
AWWayofTime:boundLeggings,4880,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.BoundArmour
AWWayofTime:boundBoots,4881,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.BoundArmour
AWWayofTime:weakBloodShard,4882,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BloodShard
AWWayofTime:growthSigil,4883,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfGrowth
AWWayofTime:blankSpell,4884,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BlankSpell
AWWayofTime:masterBloodOrb,4885,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.MasterBloodOrb
AWWayofTime:alchemyFlask,4886,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyFlask
AWWayofTime:standardBindingAgent,4887,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.StandardBindingAgent
AWWayofTime:mundanePowerCatalyst,4888,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.MundanePowerCatalyst
AWWayofTime:averagePowerCatalyst,4889,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AveragePowerCatalyst
AWWayofTime:greaterPowerCatalyst,4890,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.GreaterPowerCatalyst
AWWayofTime:mundaneLengtheningCatalyst,4891,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.MundaneLengtheningCatalyst
AWWayofTime:averageLengtheningCatalyst,4892,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AverageLengtheningCatalyst
AWWayofTime:greaterLengtheningCatalyst,4893,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.GreaterLengtheningCatalyst
AWWayofTime:incendium,4894,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:magicales,4895,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:sanctus,4896,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:aether,4897,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:simpleCatalyst,4898,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:crepitous,4899,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:crystallos,4900,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:terrae,4901,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:aquasalus,4902,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:tennebrae,4903,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.AlchemyReagent
AWWayofTime:demonBloodShard,4904,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.BloodShard
AWWayofTime:archmageBloodOrb,4905,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ArchmageBloodOrb
AWWayofTime:transcendentBloodOrb,4906,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.TranscendentBloodOrb
AWWayofTime:sigilOfWind,4907,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfWind
AWWayofTime:telepositionFocus,4908,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.TelepositionFocus
AWWayofTime:enhancedTelepositionFocus,4909,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnhancedTelepositionFocus
AWWayofTime:reinforcedTelepositionFocus,4910,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ReinforcedTelepositionFocus
AWWayofTime:demonicTelepositionFocus,4911,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DemonicTelepositionFocus
AWWayofTime:imbuedSlate,4912,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:demonicSlate,4913,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:duskScribeTool,4914,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DuskScribeTool
AWWayofTime:sigilOfTheBridge,4915,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfTheBridge
AWWayofTime:armourInhibitor,4916,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ArmourInhibitor
AWWayofTime:creativeFiller,4917,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.CheatyItem
AWWayofTime:demonPlacer,4918,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DemonPlacer
AWWayofTime:creativeDagger,4919,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.CreativeDagger
AWWayofTime:weakFillingAgent,4920,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.WeakFillingAgent
AWWayofTime:standardFillingAgent,4921,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.StandardFillingAgent
AWWayofTime:enhancedFillingAgent,4922,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.EnhancedFillingAgent
AWWayofTime:weakBindingAgent,4923,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.WeakBindingAgent
AWWayofTime:itemRitualDiviner,4924,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemRitualDiviner
AWWayofTime:sigilOfMagnetism,4925,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfMagnetism
AWWayofTime:itemKeyOfDiablo,4926,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemDiabloKey
AWWayofTime:energyBazooka,4927,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBazooka
AWWayofTime:energyBazookaSecondTier,4928,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBazooka
AWWayofTime:energyBazookaThirdTier,4929,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBazooka
AWWayofTime:itemBloodLightSigil,4930,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilBloodLight
AWWayofTime:itemComplexSpellCrystal,4931,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemComplexSpellCrystal
AWWayofTime:sigilOfSupression,4932,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfSupression
AWWayofTime:sigilOfEnderSeverance,4933,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfEnderSeverance
AWWayofTime:fluidSigil,4934,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilFluid
AWWayofTime:seerSigil,4935,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilSeer
AWWayofTime:customTool,4936,false,AWWayofTime,WayofTime.alchemicalWizardry.api.items.ItemSpellMultiTool
AWWayofTime:bucketLife,4937,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.LifeBucket
AWWayofTime:itemCombinationalCatalyst,4938,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.potion.CombinationalCatalyst
AWWayofTime:itemAttunedCrystal,4939,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.energy.ItemAttunedCrystal
AWWayofTime:itemTankSegmenter,4940,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.energy.ItemTankSegmenter
AWWayofTime:itemDestinationClearer,4941,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.energy.ItemDestinationClearer
AWWayofTime:bloodMagicBaseItems,4942,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemComponents
AWWayofTime:bloodMagicBaseAlchemyItems,4943,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemAlchemyBase
AWWayofTime:dawnScribeTool,4944,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DawnScribeTool
AWWayofTime:itemBloodPack,4945,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemBloodLetterPack
AWWayofTime:itemHarvestSigil,4946,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilHarvest
AWWayofTime:itemCompressionSigil,4947,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilPackRat
AWWayofTime:itemAssassinSigil,4948,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfTheAssassin
AWWayofTime:boundHelmetWater,4949,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundPlateWater,4950,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundLeggingsWater,4951,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundBootsWater,4952,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundHelmetEarth,4953,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundPlateEarth,4954,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundLeggingsEarth,4955,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundBootsEarth,4956,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundHelmetWind,4957,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundPlateWind,4958,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundLeggingsWind,4959,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundBootsWind,4960,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundHelmetFire,4961,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourFire
AWWayofTime:boundPlateFire,4962,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourFire
AWWayofTime:boundLeggingsFire,4963,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourFire
AWWayofTime:boundBootsFire,4964,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourFire
AWWayofTime:inputRoutingFocus,4965,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.routing.InputRoutingFocus
AWWayofTime:outputRoutingFocus,4966,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.routing.OutputRoutingFocus
AWWayofTime:bloodMagicIncenseItem,4967,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemIncense
AWWayofTime:ritualDismantler,4968,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemRitualDismantler
Botania:lexicon,4969,false,Botania,vazkii.botania.common.item.ItemLexicon
Botania:petal,4970,false,Botania,vazkii.botania.common.item.material.ItemPetal
Botania:dye,4971,false,Botania,vazkii.botania.common.item.material.ItemDye
Botania:pestleAndMortar,4972,false,Botania,vazkii.botania.common.item.material.ItemPestleAndMortar
Botania:twigWand,4973,false,Botania,vazkii.botania.common.item.ItemTwigWand
Botania:manaResource,4974,false,Botania,vazkii.botania.common.item.material.ItemManaResource
Botania:lens,4975,false,Botania,vazkii.botania.common.item.lens.ItemLens
Botania:rune,4976,false,Botania,vazkii.botania.common.item.material.ItemRune
Botania:signalFlare,4977,false,Botania,vazkii.botania.common.item.ItemSignalFlare
Botania:manaTablet,4978,false,Botania,vazkii.botania.common.item.ItemManaTablet
Botania:manaGun,4979,false,Botania,vazkii.botania.common.item.ItemManaGun
Botania:manaCookie,4980,false,Botania,vazkii.botania.common.item.ItemManaCookie
Botania:fertilizer,4981,false,Botania,vazkii.botania.common.item.ItemFertilizer
Botania:grassSeeds,4982,false,Botania,vazkii.botania.common.item.ItemGrassSeeds
Botania:dirtRod,4983,false,Botania,vazkii.botania.common.item.rod.ItemDirtRod
Botania:terraformRod,4984,false,Botania,vazkii.botania.common.item.rod.ItemTerraformRod
Botania:grassHorn,4985,false,Botania,vazkii.botania.common.item.ItemGrassHorn
Botania:manaMirror,4986,false,Botania,vazkii.botania.common.item.ItemManaMirror
Botania:manasteelHelm,4987,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelHelm
Botania:manasteelHelmReveal,4988,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManasteelHelmRevealing
Botania:manasteelChest,4989,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelChest
Botania:manasteelLegs,4990,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelLegs
Botania:manasteelBoots,4991,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelBoots
Botania:manasteelPick,4992,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelPick
Botania:manasteelShovel,4993,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShovel
Botania:manasteelAxe,4994,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelAxe
Botania:manasteelSword,4995,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelSword
Botania:manasteelShears,4996,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShears
Botania:terrasteelHelm,4997,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelHelm
Botania:terrasteelHelmReveal,4998,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemTerrasteelHelmRevealing
Botania:terrasteelChest,4999,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelChest
Botania:terrasteelLegs,5000,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelLegs
Botania:terrasteelBoots,5001,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelBoots
Botania:terraSword,5002,false,Botania,vazkii.botania.common.item.equipment.tool.terrasteel.ItemTerraSword
Botania:tinyPlanet,5003,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTinyPlanet
Botania:manaRing,5004,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemManaRing
Botania:auraRing,5005,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemAuraRing
Botania:manaRingGreater,5006,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterManaRing
Botania:auraRingGreater,5007,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterAuraRing
Botania:travelBelt,5008,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTravelBelt
Botania:knockbackBelt,5009,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemKnockbackBelt
Botania:icePendant,5010,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemIcePendant
Botania:lavaPendant,5011,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemLavaPendant
Botania:goldenLaurel,5012,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGoldenLaurel
Botania:magnetRing,5013,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMagnetRing
Botania:waterRing,5014,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemWaterRing
