Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
biomass,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canBiomass@0,Biomass Can,Forestry:canBiomass
biomass,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@3,Biomass Magic Capsule,MagicBees:capsule.magic
biomass,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryBiomass@0,Biomass Capsule,Forestry:refractoryBiomass
biomass,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketBiomass@0,Biomass Bucket,Forestry:bucketBiomass
blood,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@16,Clay Bucket o' Blood,IguanaTweaksTConstruct:clayBucketsTinkers
blood,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@16,Bucket o' Blood,TConstruct:buckets
brass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@11,Molten Brass Bucket,ExtraTiC:extra.bucket
brine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.BrineBucket@0,Brine Bucket,Mekanism:BrineBucket
bronze.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@7,Molten Bronze Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
bronze.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@7,Molten Bronze Bucket,TConstruct:buckets
chlorine,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30023,Chlorine Cell,gregtech:gt.metaitem.01
chocolatemilk,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.chocolatemilk@0,Chocolate Milk Bucket,MineFactoryReloaded:bucket.chocolatemilk
cloud_seed,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketCloud_seed@0,Cloud Seed Bucket,EnderIO:bucketCloud_seed
cloud_seed_concentrated,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketCloud_seed_concentrated@0,Concentrated Cloud Seed Bucket,EnderIO:bucketCloud_seed_concentrated
cobalt.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@5,Molten Cobalt Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
cobalt.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@5,Molten Cobalt Bucket,TConstruct:buckets
constantan.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@36,Molten Constantan Bucket,ExtraTiC:extra.bucket
copper.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@2,Molten Copper Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
copper.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@2,Molten Copper Bucket,TConstruct:buckets
creosote,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.railcraft.fluid.creosote.can@0,Creosote Can,Railcraft:fluid.creosote.can
creosote,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@16,Creosote Oil Void Capsule,MagicBees:capsule.void
creosote,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.railcraft.fluid.creosote.wax@0,Creosote Capsule,Railcraft:fluid.creosote.wax
creosote,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30712,Creosote Cell,gregtech:gt.metaitem.01
creosote,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.railcraft.fluid.creosote.bottle@0,Creosote Bottle,Railcraft:fluid.creosote.bottle
creosote,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.railcraft.fluid.creosote.bucket@0,Creosote Bucket,Railcraft:fluid.creosote.bucket
creosote,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.ImmersiveEngineering.fluidContainers@0,Bottle of Creosote Oil,ImmersiveEngineering:fluidContainers
creosote,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ImmersiveEngineering.fluidContainers@1,Bucket of Creosote Oil,ImmersiveEngineering:fluidContainers
creosote,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@16,Creosote Oil Magic Capsule,MagicBees:capsule.magic
creosote,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xitem.railcraft.fluid.creosote.cell@0,Creosote Cell,Railcraft:fluid.creosote.cell
creosote,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.railcraft.fluid.creosote.refactory@0,Creosote Capsule,Railcraft:fluid.creosote.refactory
dark.steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@9,Molten Dark Steel Bucket,ExtraTiC:extra.bucket
deuterium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30002,Deuterium Cell,gregtech:gt.metaitem.01
diesel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.dieselBucket@0,Diesel Bucket,PneumaticCraft:dieselBucket
dye.chemical.dyeblack,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32430,Spray Can (Black),gregtech:gt.metaitem.01
dye.chemical.dyeblue,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32438,Spray Can (Blue),gregtech:gt.metaitem.01
dye.chemical.dyebrown,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32436,Spray Can (Brown),gregtech:gt.metaitem.01
dye.chemical.dyecyan,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32442,Spray Can (Cyan),gregtech:gt.metaitem.01
dye.chemical.dyegray,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32446,Spray Can (Gray),gregtech:gt.metaitem.01
dye.chemical.dyegreen,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32434,Spray Can (Green),gregtech:gt.metaitem.01
dye.chemical.dyelightblue,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32454,Spray Can (Light Blue),gregtech:gt.metaitem.01
dye.chemical.dyelightgray,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32444,Spray Can (Light Gray),gregtech:gt.metaitem.01
dye.chemical.dyelime,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32450,Spray Can (Lime),gregtech:gt.metaitem.01
dye.chemical.dyemagenta,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32456,Spray Can (Magenta),gregtech:gt.metaitem.01
dye.chemical.dyeorange,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32458,Spray Can (Orange),gregtech:gt.metaitem.01
dye.chemical.dyepink,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32448,Spray Can (Pink),gregtech:gt.metaitem.01
dye.chemical.dyepurple,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32440,Spray Can (Purple),gregtech:gt.metaitem.01
dye.chemical.dyered,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32432,Spray Can (Red),gregtech:gt.metaitem.01
dye.chemical.dyewhite,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32460,Spray Can (White),gregtech:gt.metaitem.01
dye.chemical.dyeyellow,2304,1xgt.metaitem.01@32402,Empty Spray Can,gregtech:gt.metaitem.01,1xgt.metaitem.01@32452,Spray Can (Yellow),gregtech:gt.metaitem.01
electrum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@22,Molten Electrum Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
electrum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@22,Molten Electrum Bucket,TConstruct:buckets
elementium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@15,Molten Elementium Bucket,ExtraTiC:extra.bucket
emerald.liquid,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@15,Liquified Emerald Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
emerald.liquid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@15,Liquified Emerald Bucket,TConstruct:buckets
ender,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@23,Liquified Ender Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
ender,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@20,Resonant Ender Void Capsule,MagicBees:capsule.void
ender,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@23,Liquified Ender Bucket,TConstruct:buckets
ender,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@20,Resonant Ender Magic Capsule,MagicBees:capsule.magic
enderium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@30,Molten Enderium Bucket,TConstruct:buckets
etchacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.etchacidBucket@0,Etching Acid Bucket,PneumaticCraft:etchacidBucket
ethanol,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.ImmersiveEngineering.fluidContainers@4,Bottle of Ethanol,ImmersiveEngineering:fluidContainers
ethanol,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ImmersiveEngineering.fluidContainers@5,Bucket of Ethanol,ImmersiveEngineering:fluidContainers
fairy.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@1,Molten Fairy Bucket,ExtraTiC:extra.bucket
fieryblood,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30346,Fiery Blood Cell,gregtech:gt.metaitem.01
fieryblood,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.fieryBlood@0,Fiery Blood,TwilightForest:item.fieryBlood
fire_water,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketFire_water@0,Fire Water Bucket,EnderIO:bucketFire_water
fishoil,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30711,Fish Oil Cell,gregtech:gt.metaitem.01
fluiddeath,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ItemBucketDeath@0,Bucket of Liquid Death,Thaumcraft:ItemBucketDeath
fluidmushroom,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketMushroom@0,Bucket of Mushroom Soup,Automagy:bucketMushroom
fluidpure,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ItemBucketPure@0,Bucket of Purifying Fluid,Thaumcraft:ItemBucketPure
fluidvishroom,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketVishroom@0,Bucket of Vishroom Soup,Automagy:bucketVishroom
fluorine,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30014,Fluorine Cell,gregtech:gt.metaitem.01
for.honey,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleHoney@0,Honey Capsule,Forestry:waxCapsuleHoney
for.honey,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30725,Honey Cell,gregtech:gt.metaitem.01
for.honey,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canHoney@0,Honey Can,Forestry:canHoney
for.honey,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryHoney@0,Honey Capsule,Forestry:refractoryHoney
for.honey,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketHoney@0,Honey Bucket,Forestry:bucketHoney
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.fuelBucket@0,Gasoline Bucket,PneumaticCraft:fuelBucket
fuel,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@6,Fuel Void Capsule,MagicBees:capsule.void
fuel,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30708,Diesel Cell,gregtech:gt.metaitem.01
fuel,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@6,Fuel Magic Capsule,MagicBees:capsule.magic
fuel,100,1xgt.metaitem.01@32474,Lighter (Empty),gregtech:gt.metaitem.01,1xgt.metaitem.01@32476,Lighter (Full),gregtech:gt.metaitem.01
fuel,1000,1xgt.metaitem.01@32477,Platinum Lighter (Empty),gregtech:gt.metaitem.01,1xgt.metaitem.01@32479,Platinum Lighter (Full),gregtech:gt.metaitem.01
fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketFuel@0,Fuel Bucket,BuildCraft|Energy:bucketFuel
gas_gas,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30735,Refinery Gas Cell,gregtech:gt.metaitem.01
gas_natural_gas,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30733,Natural Gas Cell,gregtech:gt.metaitem.01
gas_sulfuricgas,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30734,Sulfuric Gas Cell,gregtech:gt.metaitem.01
glass,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketGlass@0,Molten Glass Bucket,Forestry:bucketGlass
glass.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@13,Molten Glass Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
glass.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@13,Molten Glass Bucket,TConstruct:buckets
glue,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@25,Sticky Glue Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
glue,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30726,Glue Cell,gregtech:gt.metaitem.01
glue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@25,Sticky Glue Bucket,TConstruct:buckets
glyceryl,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30714,Glyceryl Trinitrate Cell,gregtech:gt.metaitem.01
gold.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@1,Molten Gold Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
gold.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@1,Molten Gold Bucket,TConstruct:buckets
grc.applecider0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Apple Juice,Growthcraft|Apples:grc.appleCider
grc.applecider0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Juice Bucket,Growthcraft|Apples:grc.appleCiderBucket.0
grc.applecider1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Cider Bucket,Growthcraft|Apples:grc.appleCiderBucket.1
grc.applecider2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Cider Bucket,Growthcraft|Apples:grc.appleCiderBucket.2
grc.applecider3,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@3,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider3,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Cider Bucket,Growthcraft|Apples:grc.appleCiderBucket.3
grc.applecider4,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@4,Silken Nectar,Growthcraft|Apples:grc.appleCider
grc.applecider4,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Silken Nectar Bucket,Growthcraft|Apples:grc.appleCiderBucket.4
grc.applecider5,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@5,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider5,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Cider Bucket,Growthcraft|Apples:grc.appleCiderBucket.5
grc.applecider6,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@6,Apple Cider,Growthcraft|Apples:grc.appleCider
grc.applecider6,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Apple Cider Bucket,Growthcraft|Apples:grc.appleCiderBucket.6
grc.grapewine0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Grape Juice,Growthcraft|Grapes:grc.grapeWine
grc.grapewine0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Juice Bucket,Growthcraft|Grapes:grc.grapeWineBucket.0
grc.grapewine1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.1
grc.grapewine1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.2
grc.grapewine2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine3,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@3,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine3,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.3
grc.grapewine4,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ambrosia Bucket,Growthcraft|Grapes:grc.grapeWineBucket.4
grc.grapewine4,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@4,Ambrosia,Growthcraft|Grapes:grc.grapeWine
grc.grapewine5,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Port Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.5
grc.grapewine5,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@5,Port Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine6,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.6
grc.grapewine6,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@6,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.grapewine7,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Grape Wine Bucket,Growthcraft|Grapes:grc.grapeWineBucket.7
grc.grapewine7,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@7,Grape Wine,Growthcraft|Grapes:grc.grapeWine
grc.honey,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.BucketFluidHoney@0,Honey Bucket,Growthcraft|Bees:grc.BucketFluidHoney
grc.honey,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.grc.FoodBottleFluidHoney@0,Honey Bottle,Growthcraft|Bees:grc.BottleFluidHoney
grc.honeymead0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Must Bucket,Growthcraft|Bees:grc.honeyMeadBucket.0
grc.honeymead0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Mead Must,Growthcraft|Bees:grc.honeyMead
grc.honeymead1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.1
grc.honeymead2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.2
grc.honeymead2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead3,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@3,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead3,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.3
grc.honeymead4,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.4
grc.honeymead4,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@4,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead5,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.5
grc.honeymead5,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@5,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead6,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@6,Mead,Growthcraft|Bees:grc.honeyMead
grc.honeymead6,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Mead Bucket,Growthcraft|Bees:grc.honeyMeadBucket.6
grc.hopale0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Wort Bucket,Growthcraft|Hops:grc.hopAleBucket.0
grc.hopale0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Ale Wort,Growthcraft|Hops:grc.hopAle
grc.hopale1,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.1
grc.hopale1,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@1,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Wort Bucket,Growthcraft|Hops:grc.hopAleBucket.2
grc.hopale2,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@2,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale3,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.3
grc.hopale3,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@3,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale4,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.4
grc.hopale4,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@4,Ale Wort,Growthcraft|Hops:grc.hopAle
grc.hopale5,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.5
grc.hopale5,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@5,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale6,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.6
grc.hopale6,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@6,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale7,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.7
grc.hopale7,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@7,Ale,Growthcraft|Hops:grc.hopAle
grc.hopale8,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Ale Bucket,Growthcraft|Hops:grc.hopAleBucket.8
grc.hopale8,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@8,Ale,Growthcraft|Hops:grc.hopAle
grc.lager0,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.null@0,Lager Wort,Growthcraft|Hops:grc.lager
grc.lager0,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.grc.boozeBucket@0,Lager Bucket,Growthcraft|Hops:grc.lagerBucket.0
