Ore Name,ItemStack,Item ID,Display Name,Wildcard
oreCooperite,1xgt.blockores@828,gregtech:gt.blockores,Sheldonite Ore,false
oreCopper,1xtile.ore@4,libVulpes:libVulpesore0,Copper Ore,false
oreCopper,1xic2.blockOreCopper@0,IC2:blockOreCopper,Copper Ore,false
oreCopper,1xtile.for.resources@1,Forestry:resources,Copper Ore,false
oreCopper,1xgt.blockores@35,gregtech:gt.blockores,Copper Ore,false
oreCopper,1xtile.ImmersiveEngineering.ore@0,ImmersiveEngineering:ore,Copper Ore,false
oreCopper,1xtile.tconstruct.stoneore@3,TConstruct:SearedBrick,Copper Ore,false
oreCopper,1xtile.tconstruct.gravelore@2,TConstruct:GravelOre,Copper Gravel Ore,false
oreCopper,1xcopper_ore@0,Magneticraft:copper_ore,Copper Ore,false
oreCopper,1xtile.OreBlock@1,Mekanism:OreBlock,Copper Ore,false
oreCopper,1xtile.projectred.exploration.ore@3,ProjRed|Exploration:projectred.exploration.ore,Copper Ore,false
oreCopper,1xtile.blockOre@0,NuclearCraft:blockOre,Copper Ore,false
oreDarkSteel,1xgt.blockores@364,gregtech:gt.blockores,Dark Steel Ore,false
oreDiamond,1xtile.oreDiamond@0,minecraft:diamond_ore,Diamond Ore,false
oreDiamond,1xtile.railcraft.ore@2,Railcraft:ore,Dark Diamond Ore,false
oreDiamond,1xgt.blockores@500,gregtech:gt.blockores,Diamond Ore,false
oreDiatomite,1xgt.blockores@948,gregtech:gt.blockores,Diatomite Ore,false
oreDilithium,1xtile.ore@0,libVulpes:libVulpesore0,Dilithium Ore,false
oreDraconium,1xtile.draconicevolution:draconiumOre@0,DraconicEvolution:draconiumOre,Draconium Ore,false
oreElectrotine,1xtile.projectred.exploration.ore@6,ProjRed|Exploration:projectred.exploration.ore,Electrotine Ore,false
oreEmerald,1xtile.oreEmerald@0,minecraft:emerald_ore,Emerald Ore,false
oreEmerald,1xtile.railcraft.ore@3,Railcraft:ore,Dark Emerald Ore,false
oreEmerald,1xgt.blockores@501,gregtech:gt.blockores,Emerald Ore,false
oreEndstoneAlmandine,1xgt.blockores@2820,gregtech:gt.blockores,Almandine Ore,false
oreEndstoneAluminium,1xgt.blockores@2019,gregtech:gt.blockores,Aluminium Ore,false
oreEndstoneAmber,1xgt.blockores@2514,gregtech:gt.blockores,Amber Ore,false
oreEndstoneAmethyst,1xgt.blockores@2509,gregtech:gt.blockores,Amethyst Ore,false
oreEndstoneAnyCopper,1xgt.blockores@2035,gregtech:gt.blockores,Copper Ore,false
oreEndstoneAnyIron,1xgt.blockores@2032,gregtech:gt.blockores,Iron Ore,false
oreEndstoneApatite,1xgt.blockores@2530,gregtech:gt.blockores,Apatite Ore,false
oreEndstoneBandedIron,1xgt.blockores@2917,gregtech:gt.blockores,Banded Iron Ore,false
oreEndstoneBarite,1xgt.blockores@2904,gregtech:gt.blockores,Barite Ore,false
oreEndstoneBastnasite,1xgt.blockores@2905,gregtech:gt.blockores,Bastnasite Ore,false
oreEndstoneBauxite,1xgt.blockores@2822,gregtech:gt.blockores,Bauxite Ore,false
oreEndstoneBentonite,1xgt.blockores@2927,gregtech:gt.blockores,Bentonite,false
oreEndstoneBeryllium,1xgt.blockores@2008,gregtech:gt.blockores,Beryllium Ore,false
oreEndstoneBismuth,1xgt.blockores@2090,gregtech:gt.blockores,Bismuth Ore,false
oreEndstoneBlueTopaz,1xgt.blockores@2513,gregtech:gt.blockores,Blue Topaz Ore,false
oreEndstoneBrownLimonite,1xgt.blockores@2930,gregtech:gt.blockores,Brown Limonite Ore,false
oreEndstoneCalcite,1xgt.blockores@2823,gregtech:gt.blockores,Calcite Ore,false
oreEndstoneCassiterite,1xgt.blockores@2824,gregtech:gt.blockores,Cassiterite Ore,false
oreEndstoneCassiteriteSand,1xgt.blockores@2937,gregtech:gt.blockores,Cassiterite Sand,false
oreEndstoneCertusQuartz,1xgt.blockores@2516,gregtech:gt.blockores,Certus Quartz Ore,false
oreEndstoneChalcopyrite,1xgt.blockores@2855,gregtech:gt.blockores,Chalcopyrite Ore,false
oreEndstoneChrome,1xgt.blockores@2030,gregtech:gt.blockores,Chrome Ore,false
oreEndstoneChromite,1xgt.blockores@2825,gregtech:gt.blockores,Chromite Ore,false
oreEndstoneCinnabar,1xgt.blockores@2826,gregtech:gt.blockores,Cinnabar Ore,false
oreEndstoneCoal,1xgt.blockores@2535,gregtech:gt.blockores,Coal Ore,false
oreEndstoneCobaltite,1xgt.blockores@2827,gregtech:gt.blockores,Cobaltite Ore,false
oreEndstoneCooperite,1xgt.blockores@2828,gregtech:gt.blockores,Sheldonite Ore,false
oreEndstoneCopper,1xgt.blockores@2035,gregtech:gt.blockores,Copper Ore,false
oreEndstoneDarkSteel,1xgt.blockores@2364,gregtech:gt.blockores,Dark Steel Ore,false
oreEndstoneDiamond,1xgt.blockores@2500,gregtech:gt.blockores,Diamond Ore,false
oreEndstoneDiatomite,1xgt.blockores@2948,gregtech:gt.blockores,Diatomite Ore,false
oreEndstoneEmerald,1xgt.blockores@2501,gregtech:gt.blockores,Emerald Ore,false
oreEndstoneFirestone,1xgt.blockores@2347,gregtech:gt.blockores,Firestone Ore,false
oreEndstoneFoolsRuby,1xgt.blockores@2512,gregtech:gt.blockores,Ruby Ore,false
oreEndstoneGalena,1xgt.blockores@2830,gregtech:gt.blockores,Galena Ore,false
oreEndstoneGarnetRed,1xgt.blockores@2527,gregtech:gt.blockores,Red Garnet Ore,false
oreEndstoneGarnetYellow,1xgt.blockores@2528,gregtech:gt.blockores,Yellow Garnet Ore,false
oreEndstoneGarnierite,1xgt.blockores@2906,gregtech:gt.blockores,Garnierite Ore,false
oreEndstoneGlauconite,1xgt.blockores@2933,gregtech:gt.blockores,Glauconite Ore,false
oreEndstoneGold,1xgt.blockores@2086,gregtech:gt.blockores,Gold Ore,false
oreEndstoneGraphite,1xgt.blockores@2865,gregtech:gt.blockores,Graphite Ore,false
oreEndstoneGreenSapphire,1xgt.blockores@2504,gregtech:gt.blockores,Green Sapphire Ore,false
oreEndstoneGrossular,1xgt.blockores@2831,gregtech:gt.blockores,Grossular Ore,false
oreEndstoneIlmenite,1xgt.blockores@2918,gregtech:gt.blockores,Ilmenite Ore,false
oreEndstoneInfusedAir,1xgt.blockores@2540,gregtech:gt.blockores,Aer Infused Stone,false
oreEndstoneInfusedEarth,1xgt.blockores@2542,gregtech:gt.blockores,Terra Infused Stone,false
oreEndstoneInfusedEntropy,1xgt.blockores@2544,gregtech:gt.blockores,Perditio Infused Stone,false
oreEndstoneInfusedFire,1xgt.blockores@2541,gregtech:gt.blockores,Ignis Infused Stone,false
oreEndstoneInfusedGold,1xgt.blockores@2323,gregtech:gt.blockores,Infused Gold Ore,false
oreEndstoneInfusedOrder,1xgt.blockores@2545,gregtech:gt.blockores,Ordo Infused Stone,false
oreEndstoneInfusedWater,1xgt.blockores@2543,gregtech:gt.blockores,Aqua Infused Stone,false
oreEndstoneIridium,1xgt.blockores@2084,gregtech:gt.blockores,Iridium Ore,false
oreEndstoneIron,1xgt.blockores@2032,gregtech:gt.blockores,Iron Ore,false
oreEndstoneLapis,1xgt.blockores@2526,gregtech:gt.blockores,Lapis Ore,false
oreEndstoneLazurite,1xgt.blockores@2524,gregtech:gt.blockores,Lazurite Ore,false
oreEndstoneLead,1xgt.blockores@2089,gregtech:gt.blockores,Lead Ore,false
oreEndstoneLepidolite,1xgt.blockores@2907,gregtech:gt.blockores,Lepidolite Ore,false
oreEndstoneLignite,1xgt.blockores@2538,gregtech:gt.blockores,Lignite Coal Ore,false
oreEndstoneLithium,1xgt.blockores@2006,gregtech:gt.blockores,Lithium Ore,false
oreEndstoneMagnesite,1xgt.blockores@2908,gregtech:gt.blockores,Magnesite Ore,false
oreEndstoneMagnetite,1xgt.blockores@2870,gregtech:gt.blockores,Magnetite Ore,false
oreEndstoneMalachite,1xgt.blockores@2871,gregtech:gt.blockores,Malachite Ore,false
oreEndstoneManganese,1xgt.blockores@2031,gregtech:gt.blockores,Manganese Ore,false
oreEndstoneMolybdenite,1xgt.blockores@2942,gregtech:gt.blockores,Molybdenite Ore,false
oreEndstoneMolybdenum,1xgt.blockores@2048,gregtech:gt.blockores,Molybdenum Ore,false
oreEndstoneMonazite,1xgt.blockores@2520,gregtech:gt.blockores,Monazite Ore,false
oreEndstoneNaquadah,1xgt.blockores@2324,gregtech:gt.blockores,Naquadah Ore,false
oreEndstoneNaquadahEnriched,1xgt.blockores@2326,gregtech:gt.blockores,Enriched Naquadah Ore,false
oreEndstoneNaquadria,1xgt.blockores@2327,gregtech:gt.blockores,Naquadria Ore,false
oreEndstoneNeodymium,1xgt.blockores@2067,gregtech:gt.blockores,Neodymium Ore,false
oreEndstoneNetherQuartz,1xgt.blockores@2522,gregtech:gt.blockores,Nether Quartz Ore,false
oreEndstoneNickel,1xgt.blockores@2034,gregtech:gt.blockores,Nickel Ore,false
oreEndstoneOilsands,1xgt.blockores@2878,gregtech:gt.blockores,Oilsands Ore,false
oreEndstoneOlivine,1xgt.blockores@2505,gregtech:gt.blockores,Olivine Ore,false
oreEndstoneOpal,1xgt.blockores@2510,gregtech:gt.blockores,Opal Ore,false
oreEndstoneOsmium,1xgt.blockores@2083,gregtech:gt.blockores,Osmium Ore,false
oreEndstonePalladium,1xgt.blockores@2052,gregtech:gt.blockores,Palladium Ore,false
oreEndstonePentlandite,1xgt.blockores@2909,gregtech:gt.blockores,Pentlandite Ore,false
oreEndstonePhosphate,1xgt.blockores@2833,gregtech:gt.blockores,Phosphate Ore,false
oreEndstonePhosphorus,1xgt.blockores@2534,gregtech:gt.blockores,Phosphorus Ore,false
oreEndstonePitchblende,1xgt.blockores@2873,gregtech:gt.blockores,Pitchblende,false
oreEndstonePlatinum,1xgt.blockores@2085,gregtech:gt.blockores,Platinum Ore,false
oreEndstonePlutonium,1xgt.blockores@2100,gregtech:gt.blockores,Plutonium 244 Ore,false
oreEndstonePowellite,1xgt.blockores@2883,gregtech:gt.blockores,Powellite Ore,false
oreEndstonePyrite,1xgt.blockores@2834,gregtech:gt.blockores,Pyrite Ore,false
oreEndstonePyrolusite,1xgt.blockores@2943,gregtech:gt.blockores,Pyrolusite Ore,false
oreEndstonePyrope,1xgt.blockores@2835,gregtech:gt.blockores,Pyrope Ore,false
oreEndstoneQuartzite,1xgt.blockores@2523,gregtech:gt.blockores,Quartzite Ore,false
oreEndstoneRedstone,1xgt.blockores@2810,gregtech:gt.blockores,Redstone Ore,false
oreEndstoneRockSalt,1xgt.blockores@2944,gregtech:gt.blockores,Rock Salt Ore,false
oreEndstoneRuby,1xgt.blockores@2502,gregtech:gt.blockores,Ruby Ore,false
oreEndstoneSalt,1xgt.blockores@2817,gregtech:gt.blockores,Salt Ore,false
oreEndstoneSaltpeter,1xgt.blockores@2836,gregtech:gt.blockores,Saltpeter Ore,false
oreEndstoneSapphire,1xgt.blockores@2503,gregtech:gt.blockores,Sapphire Ore,false
oreEndstoneScheelite,1xgt.blockores@2910,gregtech:gt.blockores,Scheelite Ore,false
oreEndstoneSilver,1xgt.blockores@2054,gregtech:gt.blockores,Silver Ore,false
oreEndstoneSoapstone,1xgt.blockores@2877,gregtech:gt.blockores,Soapstone Ore,false
oreEndstoneSodalite,1xgt.blockores@2525,gregtech:gt.blockores,Sodalite Ore,false
oreEndstoneSpessartine,1xgt.blockores@2838,gregtech:gt.blockores,Spessartine Ore,false
oreEndstoneSphalerite,1xgt.blockores@2839,gregtech:gt.blockores,Sphalerite Ore,false
oreEndstoneSpodumene,1xgt.blockores@2920,gregtech:gt.blockores,Spodumene Ore,false
oreEndstoneStibnite,1xgt.blockores@2945,gregtech:gt.blockores,Stibnite Ore,false
oreEndstoneSulfur,1xgt.blockores@2022,gregtech:gt.blockores,Sulfur Ore,false
oreEndstoneTalc,1xgt.blockores@2902,gregtech:gt.blockores,Talc,false
oreEndstoneTantalite,1xgt.blockores@2921,gregtech:gt.blockores,Tantalite Ore,false
oreEndstoneTanzanite,1xgt.blockores@2508,gregtech:gt.blockores,Tanzanite Ore,false
oreEndstoneTetrahedrite,1xgt.blockores@2840,gregtech:gt.blockores,Tetrahedrite Ore,false
oreEndstoneThorium,1xgt.blockores@2096,gregtech:gt.blockores,Thorium Ore,false
oreEndstoneTin,1xgt.blockores@2057,gregtech:gt.blockores,Tin Ore,false
oreEndstoneTitanium,1xgt.blockores@2028,gregtech:gt.blockores,Titanium Ore,false
oreEndstoneTopaz,1xgt.blockores@2507,gregtech:gt.blockores,Topaz Ore,false
oreEndstoneTungstate,1xgt.blockores@2841,gregtech:gt.blockores,Tungstate Ore,false
oreEndstoneUraninite,1xgt.blockores@2922,gregtech:gt.blockores,Uraninite Ore,false
oreEndstoneUranium,1xgt.blockores@2098,gregtech:gt.blockores,Uranium 238 Ore,false
oreEndstoneUranium235,1xgt.blockores@2097,gregtech:gt.blockores,Uranium 235 Ore,false
oreEndstoneVanadiumMagnetite,1xgt.blockores@2923,gregtech:gt.blockores,Vanadium Magnetite Ore,false
oreEndstoneWulfenite,1xgt.blockores@2882,gregtech:gt.blockores,Wulfenite Ore,false
oreEndstoneYellowLimonite,1xgt.blockores@2931,gregtech:gt.blockores,Yellow Limonite Ore,false
oreEndstoneZinc,1xgt.blockores@2036,gregtech:gt.blockores,Zinc Ore,false
oreFirestone,1xtile.railcraft.ore@5,Railcraft:ore,Firestone Ore,false
oreFirestone,1xgt.blockores@347,gregtech:gt.blockores,Firestone Ore,false
oreFoolsRuby,1xgt.blockores@512,gregtech:gt.blockores,Ruby Ore,false
oreGalena,1xgt.blockores@830,gregtech:gt.blockores,Galena Ore,false
oreGarnetRed,1xgt.blockores@527,gregtech:gt.blockores,Red Garnet Ore,false
oreGarnetYellow,1xgt.blockores@528,gregtech:gt.blockores,Yellow Garnet Ore,false
oreGarnierite,1xgt.blockores@906,gregtech:gt.blockores,Garnierite Ore,false
oreGlauconite,1xgt.blockores@933,gregtech:gt.blockores,Glauconite Ore,false
oreGold,1xtile.oreGold@0,minecraft:gold_ore,Gold Ore,false
oreGold,1xgt.blockores@86,gregtech:gt.blockores,Gold Ore,false
oreGold,1xtile.tconstruct.gravelore@1,TConstruct:GravelOre,Gold Gravel Ore,false
oreGraphite,1xgt.blockores@865,gregtech:gt.blockores,Graphite Ore,false
oreGreenSapphire,1xgt.blockores@504,gregtech:gt.blockores,Green Sapphire Ore,false
oreGrossular,1xgt.blockores@831,gregtech:gt.blockores,Grossular Ore,false
oreIlmenite,1xgt.blockores@918,gregtech:gt.blockores,Ilmenite Ore,false
oreInfusedAir,1xtile.blockCustomOre@1,Thaumcraft:blockCustomOre,Air Infused Stone,false
oreInfusedAir,1xgt.blockores@540,gregtech:gt.blockores,Aer Infused Stone,false
oreInfusedEarth,1xtile.blockCustomOre@4,Thaumcraft:blockCustomOre,Earth Infused Stone,false
oreInfusedEarth,1xgt.blockores@542,gregtech:gt.blockores,Terra Infused Stone,false
oreInfusedEntropy,1xtile.blockCustomOre@6,Thaumcraft:blockCustomOre,Entropy Infused Stone,false
oreInfusedEntropy,1xgt.blockores@544,gregtech:gt.blockores,Perditio Infused Stone,false
oreInfusedFire,1xtile.blockCustomOre@2,Thaumcraft:blockCustomOre,Fire Infused Stone,false
oreInfusedFire,1xgt.blockores@541,gregtech:gt.blockores,Ignis Infused Stone,false
oreInfusedGold,1xgt.blockores@323,gregtech:gt.blockores,Infused Gold Ore,false
oreInfusedOrder,1xtile.blockCustomOre@5,Thaumcraft:blockCustomOre,Order Infused Stone,false
oreInfusedOrder,1xgt.blockores@545,gregtech:gt.blockores,Ordo Infused Stone,false
oreInfusedWater,1xtile.blockCustomOre@3,Thaumcraft:blockCustomOre,Water Infused Stone,false
oreInfusedWater,1xgt.blockores@543,gregtech:gt.blockores,Aqua Infused Stone,false
oreIridium,1xtile.ore@10,libVulpes:libVulpesore0,Iridium Ore,false
oreIridium,1xgt.blockores@84,gregtech:gt.blockores,Iridium Ore,false
oreIron,1xtile.oreIron@0,minecraft:iron_ore,Iron Ore,false
oreIron,1xgt.blockores@32,gregtech:gt.blockores,Iron Ore,false
oreIron,1xtile.tconstruct.gravelore@0,TConstruct:GravelOre,Iron Gravel Ore,false
oreLapis,1xtile.oreLapis@0,minecraft:lapis_ore,Lapis Lazuli Ore,false
oreLapis,1xtile.railcraft.ore@4,Railcraft:ore,Dark Lapis Lazuli Ore,false
oreLapis,1xgt.blockores@526,gregtech:gt.blockores,Lapis Ore,false
oreLazurite,1xgt.blockores@524,gregtech:gt.blockores,Lazurite Ore,false
oreLead,1xic2.blockOreLead@0,IC2:blockOreLead,Lead Ore,false
oreLead,1xgt.blockores@89,gregtech:gt.blockores,Lead Ore,false
oreLead,1xtile.ImmersiveEngineering.ore@2,ImmersiveEngineering:ore,Lead Ore,false
oreLead,1xtile.blockOre@2,NuclearCraft:blockOre,Lead Ore,false
oreLepidolite,1xgt.blockores@907,gregtech:gt.blockores,Lepidolite Ore,false
oreLignite,1xgt.blockores@538,gregtech:gt.blockores,Lignite Coal Ore,false
oreLithium,1xgt.blockores@6,gregtech:gt.blockores,Lithium Ore,false
oreLithium,1xtile.blockOre@7,NuclearCraft:blockOre,Lithium Ore,false
oreMagnesite,1xgt.blockores@908,gregtech:gt.blockores,Magnesite Ore,false
oreMagnesium,1xtile.blockOre@9,NuclearCraft:blockOre,Magnesium Ore,false
oreMagnetite,1xgt.blockores@870,gregtech:gt.blockores,Magnetite Ore,false
oreMalachite,1xtile.gemOre@10,BiomesOPlenty:gemOre,Malachite Ore,false
oreMalachite,1xgt.blockores@871,gregtech:gt.blockores,Malachite Ore,false
oreManganese,1xgt.blockores@31,gregtech:gt.blockores,Manganese Ore,false
oreMarbleAlmandine,1xgt.blockores@5820,gregtech:gt.blockores,Almandine Ore,false
oreMarbleAluminium,1xgt.blockores@5019,gregtech:gt.blockores,Aluminium Ore,false
oreMarbleAmber,1xgt.blockores@5514,gregtech:gt.blockores,Amber Ore,false
oreMarbleAmethyst,1xgt.blockores@5509,gregtech:gt.blockores,Amethyst Ore,false
oreMarbleAnyCopper,1xgt.blockores@5035,gregtech:gt.blockores,Copper Ore,false
oreMarbleAnyIron,1xgt.blockores@5032,gregtech:gt.blockores,Iron Ore,false
oreMarbleApatite,1xgt.blockores@5530,gregtech:gt.blockores,Apatite Ore,false
oreMarbleBandedIron,1xgt.blockores@5917,gregtech:gt.blockores,Banded Iron Ore,false
oreMarbleBarite,1xgt.blockores@5904,gregtech:gt.blockores,Barite Ore,false
oreMarbleBastnasite,1xgt.blockores@5905,gregtech:gt.blockores,Bastnasite Ore,false
oreMarbleBauxite,1xgt.blockores@5822,gregtech:gt.blockores,Bauxite Ore,false
oreMarbleBentonite,1xgt.blockores@5927,gregtech:gt.blockores,Bentonite,false
oreMarbleBeryllium,1xgt.blockores@5008,gregtech:gt.blockores,Beryllium Ore,false
oreMarbleBismuth,1xgt.blockores@5090,gregtech:gt.blockores,Bismuth Ore,false
oreMarbleBlueTopaz,1xgt.blockores@5513,gregtech:gt.blockores,Blue Topaz Ore,false
oreMarbleBrownLimonite,1xgt.blockores@5930,gregtech:gt.blockores,Brown Limonite Ore,false
oreMarbleCalcite,1xgt.blockores@5823,gregtech:gt.blockores,Calcite Ore,false
oreMarbleCassiterite,1xgt.blockores@5824,gregtech:gt.blockores,Cassiterite Ore,false
oreMarbleCassiteriteSand,1xgt.blockores@5937,gregtech:gt.blockores,Cassiterite Sand,false
oreMarbleCertusQuartz,1xgt.blockores@5516,gregtech:gt.blockores,Certus Quartz Ore,false
oreMarbleChalcopyrite,1xgt.blockores@5855,gregtech:gt.blockores,Chalcopyrite Ore,false
oreMarbleChrome,1xgt.blockores@5030,gregtech:gt.blockores,Chrome Ore,false
oreMarbleChromite,1xgt.blockores@5825,gregtech:gt.blockores,Chromite Ore,false
oreMarbleCinnabar,1xgt.blockores@5826,gregtech:gt.blockores,Cinnabar Ore,false
oreMarbleCoal,1xgt.blockores@5535,gregtech:gt.blockores,Coal Ore,false
oreMarbleCobaltite,1xgt.blockores@5827,gregtech:gt.blockores,Cobaltite Ore,false
oreMarbleCooperite,1xgt.blockores@5828,gregtech:gt.blockores,Sheldonite Ore,false
oreMarbleCopper,1xgt.blockores@5035,gregtech:gt.blockores,Copper Ore,false
oreMarbleDarkSteel,1xgt.blockores@5364,gregtech:gt.blockores,Dark Steel Ore,false
oreMarbleDiamond,1xgt.blockores@5500,gregtech:gt.blockores,Diamond Ore,false
oreMarbleDiatomite,1xgt.blockores@5948,gregtech:gt.blockores,Diatomite Ore,false
oreMarbleEmerald,1xgt.blockores@5501,gregtech:gt.blockores,Emerald Ore,false
oreMarbleFirestone,1xgt.blockores@5347,gregtech:gt.blockores,Firestone Ore,false
oreMarbleFoolsRuby,1xgt.blockores@5512,gregtech:gt.blockores,Ruby Ore,false
oreMarbleGalena,1xgt.blockores@5830,gregtech:gt.blockores,Galena Ore,false
oreMarbleGarnetRed,1xgt.blockores@5527,gregtech:gt.blockores,Red Garnet Ore,false
oreMarbleGarnetYellow,1xgt.blockores@5528,gregtech:gt.blockores,Yellow Garnet Ore,false
oreMarbleGarnierite,1xgt.blockores@5906,gregtech:gt.blockores,Garnierite Ore,false
oreMarbleGlauconite,1xgt.blockores@5933,gregtech:gt.blockores,Glauconite Ore,false
oreMarbleGold,1xgt.blockores@5086,gregtech:gt.blockores,Gold Ore,false
oreMarbleGraphite,1xgt.blockores@5865,gregtech:gt.blockores,Graphite Ore,false
oreMarbleGreenSapphire,1xgt.blockores@5504,gregtech:gt.blockores,Green Sapphire Ore,false
oreMarbleGrossular,1xgt.blockores@5831,gregtech:gt.blockores,Grossular Ore,false
oreMarbleIlmenite,1xgt.blockores@5918,gregtech:gt.blockores,Ilmenite Ore,false
oreMarbleInfusedAir,1xgt.blockores@5540,gregtech:gt.blockores,Aer Infused Stone,false
oreMarbleInfusedEarth,1xgt.blockores@5542,gregtech:gt.blockores,Terra Infused Stone,false
oreMarbleInfusedEntropy,1xgt.blockores@5544,gregtech:gt.blockores,Perditio Infused Stone,false
oreMarbleInfusedFire,1xgt.blockores@5541,gregtech:gt.blockores,Ignis Infused Stone,false
oreMarbleInfusedGold,1xgt.blockores@5323,gregtech:gt.blockores,Infused Gold Ore,false
oreMarbleInfusedOrder,1xgt.blockores@5545,gregtech:gt.blockores,Ordo Infused Stone,false
oreMarbleInfusedWater,1xgt.blockores@5543,gregtech:gt.blockores,Aqua Infused Stone,false
oreMarbleIridium,1xgt.blockores@5084,gregtech:gt.blockores,Iridium Ore,false
oreMarbleIron,1xgt.blockores@5032,gregtech:gt.blockores,Iron Ore,false
oreMarbleLapis,1xgt.blockores@5526,gregtech:gt.blockores,Lapis Ore,false
oreMarbleLazurite,1xgt.blockores@5524,gregtech:gt.blockores,Lazurite Ore,false
oreMarbleLead,1xgt.blockores@5089,gregtech:gt.blockores,Lead Ore,false
oreMarbleLepidolite,1xgt.blockores@5907,gregtech:gt.blockores,Lepidolite Ore,false
oreMarbleLignite,1xgt.blockores@5538,gregtech:gt.blockores,Lignite Coal Ore,false
oreMarbleLithium,1xgt.blockores@5006,gregtech:gt.blockores,Lithium Ore,false
oreMarbleMagnesite,1xgt.blockores@5908,gregtech:gt.blockores,Magnesite Ore,false
oreMarbleMagnetite,1xgt.blockores@5870,gregtech:gt.blockores,Magnetite Ore,false
oreMarbleMalachite,1xgt.blockores@5871,gregtech:gt.blockores,Malachite Ore,false
oreMarbleManganese,1xgt.blockores@5031,gregtech:gt.blockores,Manganese Ore,false
oreMarbleMolybdenite,1xgt.blockores@5942,gregtech:gt.blockores,Molybdenite Ore,false
oreMarbleMolybdenum,1xgt.blockores@5048,gregtech:gt.blockores,Molybdenum Ore,false
oreMarbleMonazite,1xgt.blockores@5520,gregtech:gt.blockores,Monazite Ore,false
oreMarbleNaquadah,1xgt.blockores@5324,gregtech:gt.blockores,Naquadah Ore,false
oreMarbleNaquadahEnriched,1xgt.blockores@5326,gregtech:gt.blockores,Enriched Naquadah Ore,false
oreMarbleNaquadria,1xgt.blockores@5327,gregtech:gt.blockores,Naquadria Ore,false
oreMarbleNeodymium,1xgt.blockores@5067,gregtech:gt.blockores,Neodymium Ore,false
oreMarbleNetherQuartz,1xgt.blockores@5522,gregtech:gt.blockores,Nether Quartz Ore,false
oreMarbleNickel,1xgt.blockores@5034,gregtech:gt.blockores,Nickel Ore,false
oreMarbleOilsands,1xgt.blockores@5878,gregtech:gt.blockores,Oilsands Ore,false
oreMarbleOlivine,1xgt.blockores@5505,gregtech:gt.blockores,Olivine Ore,false
oreMarbleOpal,1xgt.blockores@5510,gregtech:gt.blockores,Opal Ore,false
oreMarbleOsmium,1xgt.blockores@5083,gregtech:gt.blockores,Osmium Ore,false
oreMarblePalladium,1xgt.blockores@5052,gregtech:gt.blockores,Palladium Ore,false
oreMarblePentlandite,1xgt.blockores@5909,gregtech:gt.blockores,Pentlandite Ore,false
oreMarblePhosphate,1xgt.blockores@5833,gregtech:gt.blockores,Phosphate Ore,false
oreMarblePhosphorus,1xgt.blockores@5534,gregtech:gt.blockores,Phosphorus Ore,false
oreMarblePitchblende,1xgt.blockores@5873,gregtech:gt.blockores,Pitchblende,false
oreMarblePlatinum,1xgt.blockores@5085,gregtech:gt.blockores,Platinum Ore,false
oreMarblePlutonium,1xgt.blockores@5100,gregtech:gt.blockores,Plutonium 244 Ore,false
oreMarblePowellite,1xgt.blockores@5883,gregtech:gt.blockores,Powellite Ore,false
oreMarblePyrite,1xgt.blockores@5834,gregtech:gt.blockores,Pyrite Ore,false
oreMarblePyrolusite,1xgt.blockores@5943,gregtech:gt.blockores,Pyrolusite Ore,false
oreMarblePyrope,1xgt.blockores@5835,gregtech:gt.blockores,Pyrope Ore,false
oreMarbleQuartzite,1xgt.blockores@5523,gregtech:gt.blockores,Quartzite Ore,false
oreMarbleRedstone,1xgt.blockores@5810,gregtech:gt.blockores,Redstone Ore,false
oreMarbleRockSalt,1xgt.blockores@5944,gregtech:gt.blockores,Rock Salt Ore,false
oreMarbleRuby,1xgt.blockores@5502,gregtech:gt.blockores,Ruby Ore,false
oreMarbleSalt,1xgt.blockores@5817,gregtech:gt.blockores,Salt Ore,false
oreMarbleSaltpeter,1xgt.blockores@5836,gregtech:gt.blockores,Saltpeter Ore,false
oreMarbleSapphire,1xgt.blockores@5503,gregtech:gt.blockores,Sapphire Ore,false
oreMarbleScheelite,1xgt.blockores@5910,gregtech:gt.blockores,Scheelite Ore,false
oreMarbleSilver,1xgt.blockores@5054,gregtech:gt.blockores,Silver Ore,false
oreMarbleSoapstone,1xgt.blockores@5877,gregtech:gt.blockores,Soapstone Ore,false
oreMarbleSodalite,1xgt.blockores@5525,gregtech:gt.blockores,Sodalite Ore,false
oreMarbleSpessartine,1xgt.blockores@5838,gregtech:gt.blockores,Spessartine Ore,false
oreMarbleSphalerite,1xgt.blockores@5839,gregtech:gt.blockores,Sphalerite Ore,false
oreMarbleSpodumene,1xgt.blockores@5920,gregtech:gt.blockores,Spodumene Ore,false
oreMarbleStibnite,1xgt.blockores@5945,gregtech:gt.blockores,Stibnite Ore,false
oreMarbleSulfur,1xgt.blockores@5022,gregtech:gt.blockores,Sulfur Ore,false
oreMarbleTalc,1xgt.blockores@5902,gregtech:gt.blockores,Talc,false
oreMarbleTantalite,1xgt.blockores@5921,gregtech:gt.blockores,Tantalite Ore,false
oreMarbleTanzanite,1xgt.blockores@5508,gregtech:gt.blockores,Tanzanite Ore,false
oreMarbleTetrahedrite,1xgt.blockores@5840,gregtech:gt.blockores,Tetrahedrite Ore,false
oreMarbleThorium,1xgt.blockores@5096,gregtech:gt.blockores,Thorium Ore,false
oreMarbleTin,1xgt.blockores@5057,gregtech:gt.blockores,Tin Ore,false
